id_inter;reference_type;citation;reference
2345;a;Sazima et al. 1995a;Sazima, I., S. Buzato, M. Sazima. 1995a. The saw-billed hermit Ramphodon naevius and its flowers in southeastern Brazil. Journal für Ornithologie 136:195–206.
2346;a;Sazima et al. 1995a;Sazima, I., S. Buzato, M. Sazima. 1995a. The saw-billed hermit Ramphodon naevius and its flowers in southeastern Brazil. Journal für Ornithologie 136:195–206.
2347;a;Sazima et al. 1995a;Sazima, I., S. Buzato, M. Sazima. 1995a. The saw-billed hermit Ramphodon naevius and its flowers in southeastern Brazil. Journal für Ornithologie 136:195–206.
2348;a;Sazima et al. 1995a;Sazima, I., S. Buzato, M. Sazima. 1995a. The saw-billed hermit Ramphodon naevius and its flowers in southeastern Brazil. Journal für Ornithologie 136:195–206.
2349;a;Sazima et al. 1995a;Sazima, I., S. Buzato, M. Sazima. 1995a. The saw-billed hermit Ramphodon naevius and its flowers in southeastern Brazil. Journal für Ornithologie 136:195–206.
2350;a;Sazima et al. 1995a;Sazima, I., S. Buzato, M. Sazima. 1995a. The saw-billed hermit Ramphodon naevius and its flowers in southeastern Brazil. Journal für Ornithologie 136:195–206.
2351;a;Sazima et al. 1995a;Sazima, I., S. Buzato, M. Sazima. 1995a. The saw-billed hermit Ramphodon naevius and its flowers in southeastern Brazil. Journal für Ornithologie 136:195–206.
2352;a;Sazima et al. 1995a;Sazima, I., S. Buzato, M. Sazima. 1995a. The saw-billed hermit Ramphodon naevius and its flowers in southeastern Brazil. Journal für Ornithologie 136:195–206.
2353;a;Sazima et al. 1995a;Sazima, I., S. Buzato, M. Sazima. 1995a. The saw-billed hermit Ramphodon naevius and its flowers in southeastern Brazil. Journal für Ornithologie 136:195–206.
2354;a;Sazima et al. 1995a;Sazima, I., S. Buzato, M. Sazima. 1995a. The saw-billed hermit Ramphodon naevius and its flowers in southeastern Brazil. Journal für Ornithologie 136:195–206.
2355;a;Sazima et al. 1995a;Sazima, I., S. Buzato, M. Sazima. 1995a. The saw-billed hermit Ramphodon naevius and its flowers in southeastern Brazil. Journal für Ornithologie 136:195–206.
2356;a;Sazima et al. 1995a;Sazima, I., S. Buzato, M. Sazima. 1995a. The saw-billed hermit Ramphodon naevius and its flowers in southeastern Brazil. Journal für Ornithologie 136:195–206.
2357;a;Sazima et al. 1995a;Sazima, I., S. Buzato, M. Sazima. 1995a. The saw-billed hermit Ramphodon naevius and its flowers in southeastern Brazil. Journal für Ornithologie 136:195–206.
2358;a;Sazima et al. 1995a;Sazima, I., S. Buzato, M. Sazima. 1995a. The saw-billed hermit Ramphodon naevius and its flowers in southeastern Brazil. Journal für Ornithologie 136:195–206.
2359;a;Sazima et al. 1995a;Sazima, I., S. Buzato, M. Sazima. 1995a. The saw-billed hermit Ramphodon naevius and its flowers in southeastern Brazil. Journal für Ornithologie 136:195–206.
2360;a;Sazima et al. 1995a;Sazima, I., S. Buzato, M. Sazima. 1995a. The saw-billed hermit Ramphodon naevius and its flowers in southeastern Brazil. Journal für Ornithologie 136:195–206.
2361;a;Sazima et al. 1995a;Sazima, I., S. Buzato, M. Sazima. 1995a. The saw-billed hermit Ramphodon naevius and its flowers in southeastern Brazil. Journal für Ornithologie 136:195–206.
2362;a;Sazima et al. 1995a;Sazima, I., S. Buzato, M. Sazima. 1995a. The saw-billed hermit Ramphodon naevius and its flowers in southeastern Brazil. Journal für Ornithologie 136:195–206.
2363;a;Sazima et al. 1995a;Sazima, I., S. Buzato, M. Sazima. 1995a. The saw-billed hermit Ramphodon naevius and its flowers in southeastern Brazil. Journal für Ornithologie 136:195–206.
2364;a;Sazima et al. 1995a;Sazima, I., S. Buzato, M. Sazima. 1995a. The saw-billed hermit Ramphodon naevius and its flowers in southeastern Brazil. Journal für Ornithologie 136:195–206.
2365;a;Sazima et al. 1995a;Sazima, I., S. Buzato, M. Sazima. 1995a. The saw-billed hermit Ramphodon naevius and its flowers in southeastern Brazil. Journal für Ornithologie 136:195–206.
2366;a;Sazima et al. 1995a;Sazima, I., S. Buzato, M. Sazima. 1995a. The saw-billed hermit Ramphodon naevius and its flowers in southeastern Brazil. Journal für Ornithologie 136:195–206.
2367;a;Sazima et al. 1995a;Sazima, I., S. Buzato, M. Sazima. 1995a. The saw-billed hermit Ramphodon naevius and its flowers in southeastern Brazil. Journal für Ornithologie 136:195–206.
2368;a;Sazima et al. 1995a;Sazima, I., S. Buzato, M. Sazima. 1995a. The saw-billed hermit Ramphodon naevius and its flowers in southeastern Brazil. Journal für Ornithologie 136:195–206.
2369;a;Sazima et al. 1995a;Sazima, I., S. Buzato, M. Sazima. 1995a. The saw-billed hermit Ramphodon naevius and its flowers in southeastern Brazil. Journal für Ornithologie 136:195–206.
2370;a;Sazima et al. 1995a;Sazima, I., S. Buzato, M. Sazima. 1995a. The saw-billed hermit Ramphodon naevius and its flowers in southeastern Brazil. Journal für Ornithologie 136:195–206.
2371;a;Sazima et al. 1995a;Sazima, I., S. Buzato, M. Sazima. 1995a. The saw-billed hermit Ramphodon naevius and its flowers in southeastern Brazil. Journal für Ornithologie 136:195–206.
2372;a;Sazima et al. 1995a;Sazima, I., S. Buzato, M. Sazima. 1995a. The saw-billed hermit Ramphodon naevius and its flowers in southeastern Brazil. Journal für Ornithologie 136:195–206.
2373;a;Sazima et al. 1995a;Sazima, I., S. Buzato, M. Sazima. 1995a. The saw-billed hermit Ramphodon naevius and its flowers in southeastern Brazil. Journal für Ornithologie 136:195–206.
2374;a;Sazima et al. 1995a;Sazima, I., S. Buzato, M. Sazima. 1995a. The saw-billed hermit Ramphodon naevius and its flowers in southeastern Brazil. Journal für Ornithologie 136:195–206.
2375;a;Sazima et al. 1995a;Sazima, I., S. Buzato, M. Sazima. 1995a. The saw-billed hermit Ramphodon naevius and its flowers in southeastern Brazil. Journal für Ornithologie 136:195–206.
2376;a;Sazima et al. 1995a;Sazima, I., S. Buzato, M. Sazima. 1995a. The saw-billed hermit Ramphodon naevius and its flowers in southeastern Brazil. Journal für Ornithologie 136:195–206.
2377;a;Sazima et al. 1995a;Sazima, I., S. Buzato, M. Sazima. 1995a. The saw-billed hermit Ramphodon naevius and its flowers in southeastern Brazil. Journal für Ornithologie 136:195–206.
2378;a;Sazima et al. 1996;Sazima, I., S. Buzato, and M. Sazima. 1996. An assemblage of hummingbird-pollinated flowers in a montane forest in southeastern Brazil. Botanica Acta 109:149–160.
2379;a;Sazima et al. 1996;Sazima, I., S. Buzato, and M. Sazima. 1996. An assemblage of hummingbird-pollinated flowers in a montane forest in southeastern Brazil. Botanica Acta 109:149–160.
2380;a;Sazima et al. 1996;Sazima, I., S. Buzato, and M. Sazima. 1996. An assemblage of hummingbird-pollinated flowers in a montane forest in southeastern Brazil. Botanica Acta 109:149–160.
2381;a;Sazima et al. 1996;Sazima, I., S. Buzato, and M. Sazima. 1996. An assemblage of hummingbird-pollinated flowers in a montane forest in southeastern Brazil. Botanica Acta 109:149–160.
2382;a;Sazima et al. 1996;Sazima, I., S. Buzato, and M. Sazima. 1996. An assemblage of hummingbird-pollinated flowers in a montane forest in southeastern Brazil. Botanica Acta 109:149–160.
2383;a;Sazima et al. 1996;Sazima, I., S. Buzato, and M. Sazima. 1996. An assemblage of hummingbird-pollinated flowers in a montane forest in southeastern Brazil. Botanica Acta 109:149–160.
2384;a;Sazima et al. 1996;Sazima, I., S. Buzato, and M. Sazima. 1996. An assemblage of hummingbird-pollinated flowers in a montane forest in southeastern Brazil. Botanica Acta 109:149–160.
2385;a;Sazima et al. 1996;Sazima, I., S. Buzato, and M. Sazima. 1996. An assemblage of hummingbird-pollinated flowers in a montane forest in southeastern Brazil. Botanica Acta 109:149–160.
2386;a;Sazima et al. 1996;Sazima, I., S. Buzato, and M. Sazima. 1996. An assemblage of hummingbird-pollinated flowers in a montane forest in southeastern Brazil. Botanica Acta 109:149–160.
2387;a;Sazima et al. 1996;Sazima, I., S. Buzato, and M. Sazima. 1996. An assemblage of hummingbird-pollinated flowers in a montane forest in southeastern Brazil. Botanica Acta 109:149–160.
2388;a;Sazima et al. 1996;Sazima, I., S. Buzato, and M. Sazima. 1996. An assemblage of hummingbird-pollinated flowers in a montane forest in southeastern Brazil. Botanica Acta 109:149–160.
2389;a;Sazima et al. 1996;Sazima, I., S. Buzato, and M. Sazima. 1996. An assemblage of hummingbird-pollinated flowers in a montane forest in southeastern Brazil. Botanica Acta 109:149–160.
2390;a;Sazima et al. 1996;Sazima, I., S. Buzato, and M. Sazima. 1996. An assemblage of hummingbird-pollinated flowers in a montane forest in southeastern Brazil. Botanica Acta 109:149–160.
2391;a;Sazima et al. 1996;Sazima, I., S. Buzato, and M. Sazima. 1996. An assemblage of hummingbird-pollinated flowers in a montane forest in southeastern Brazil. Botanica Acta 109:149–160.
2392;a;Sazima et al. 1996;Sazima, I., S. Buzato, and M. Sazima. 1996. An assemblage of hummingbird-pollinated flowers in a montane forest in southeastern Brazil. Botanica Acta 109:149–160.
2393;a;Sazima et al. 1996;Sazima, I., S. Buzato, and M. Sazima. 1996. An assemblage of hummingbird-pollinated flowers in a montane forest in southeastern Brazil. Botanica Acta 109:149–160.
2394;a;Sazima et al. 1996;Sazima, I., S. Buzato, and M. Sazima. 1996. An assemblage of hummingbird-pollinated flowers in a montane forest in southeastern Brazil. Botanica Acta 109:149–160.
2395;a;Sazima et al. 1996;Sazima, I., S. Buzato, and M. Sazima. 1996. An assemblage of hummingbird-pollinated flowers in a montane forest in southeastern Brazil. Botanica Acta 109:149–160.
2396;a;Sazima et al. 1996;Sazima, I., S. Buzato, and M. Sazima. 1996. An assemblage of hummingbird-pollinated flowers in a montane forest in southeastern Brazil. Botanica Acta 109:149–160.
2397;a;Sazima et al. 1996;Sazima, I., S. Buzato, and M. Sazima. 1996. An assemblage of hummingbird-pollinated flowers in a montane forest in southeastern Brazil. Botanica Acta 109:149–160.
2398;a;Sazima et al. 1996;Sazima, I., S. Buzato, and M. Sazima. 1996. An assemblage of hummingbird-pollinated flowers in a montane forest in southeastern Brazil. Botanica Acta 109:149–160.
2399;a;Sazima et al. 1996;Sazima, I., S. Buzato, and M. Sazima. 1996. An assemblage of hummingbird-pollinated flowers in a montane forest in southeastern Brazil. Botanica Acta 109:149–160.
2400;a;Sazima et al. 1996;Sazima, I., S. Buzato, and M. Sazima. 1996. An assemblage of hummingbird-pollinated flowers in a montane forest in southeastern Brazil. Botanica Acta 109:149–160.
2401;a;Sazima et al. 1996;Sazima, I., S. Buzato, and M. Sazima. 1996. An assemblage of hummingbird-pollinated flowers in a montane forest in southeastern Brazil. Botanica Acta 109:149–160.
2402;a;Sazima et al. 1996;Sazima, I., S. Buzato, and M. Sazima. 1996. An assemblage of hummingbird-pollinated flowers in a montane forest in southeastern Brazil. Botanica Acta 109:149–160.
2403;a;Sazima et al. 1996;Sazima, I., S. Buzato, and M. Sazima. 1996. An assemblage of hummingbird-pollinated flowers in a montane forest in southeastern Brazil. Botanica Acta 109:149–160.
2404;a;Sazima et al. 1996;Sazima, I., S. Buzato, and M. Sazima. 1996. An assemblage of hummingbird-pollinated flowers in a montane forest in southeastern Brazil. Botanica Acta 109:149–160.
2405;a;Sazima et al. 1996;Sazima, I., S. Buzato, and M. Sazima. 1996. An assemblage of hummingbird-pollinated flowers in a montane forest in southeastern Brazil. Botanica Acta 109:149–160.
2406;a;Sazima et al. 1996;Sazima, I., S. Buzato, and M. Sazima. 1996. An assemblage of hummingbird-pollinated flowers in a montane forest in southeastern Brazil. Botanica Acta 109:149–160.
2407;a;Sazima et al. 1996;Sazima, I., S. Buzato, and M. Sazima. 1996. An assemblage of hummingbird-pollinated flowers in a montane forest in southeastern Brazil. Botanica Acta 109:149–160.
2408;a;Sazima et al. 1996;Sazima, I., S. Buzato, and M. Sazima. 1996. An assemblage of hummingbird-pollinated flowers in a montane forest in southeastern Brazil. Botanica Acta 109:149–160.
2409;a;Sazima et al. 1996;Sazima, I., S. Buzato, and M. Sazima. 1996. An assemblage of hummingbird-pollinated flowers in a montane forest in southeastern Brazil. Botanica Acta 109:149–160.
2410;a;Sazima et al. 1996;Sazima, I., S. Buzato, and M. Sazima. 1996. An assemblage of hummingbird-pollinated flowers in a montane forest in southeastern Brazil. Botanica Acta 109:149–160.
2411;a;Sazima et al. 1996;Sazima, I., S. Buzato, and M. Sazima. 1996. An assemblage of hummingbird-pollinated flowers in a montane forest in southeastern Brazil. Botanica Acta 109:149–160.
2412;a;Sazima et al. 1996;Sazima, I., S. Buzato, and M. Sazima. 1996. An assemblage of hummingbird-pollinated flowers in a montane forest in southeastern Brazil. Botanica Acta 109:149–160.
2413;a;Sazima et al. 1996;Sazima, I., S. Buzato, and M. Sazima. 1996. An assemblage of hummingbird-pollinated flowers in a montane forest in southeastern Brazil. Botanica Acta 109:149–160.
2414;a;Sazima et al. 1996;Sazima, I., S. Buzato, and M. Sazima. 1996. An assemblage of hummingbird-pollinated flowers in a montane forest in southeastern Brazil. Botanica Acta 109:149–160.
2415;a;Sazima et al. 1996;Sazima, I., S. Buzato, and M. Sazima. 1996. An assemblage of hummingbird-pollinated flowers in a montane forest in southeastern Brazil. Botanica Acta 109:149–160.
2416;a;Sazima et al. 1996;Sazima, I., S. Buzato, and M. Sazima. 1996. An assemblage of hummingbird-pollinated flowers in a montane forest in southeastern Brazil. Botanica Acta 109:149–160.
2417;a;Sazima et al. 1996;Sazima, I., S. Buzato, and M. Sazima. 1996. An assemblage of hummingbird-pollinated flowers in a montane forest in southeastern Brazil. Botanica Acta 109:149–160.
2418;a;Sazima et al. 1996;Sazima, I., S. Buzato, and M. Sazima. 1996. An assemblage of hummingbird-pollinated flowers in a montane forest in southeastern Brazil. Botanica Acta 109:149–160.
2419;a;Sazima et al. 1996;Sazima, I., S. Buzato, and M. Sazima. 1996. An assemblage of hummingbird-pollinated flowers in a montane forest in southeastern Brazil. Botanica Acta 109:149–160.
2420;a;Sazima et al. 1996;Sazima, I., S. Buzato, and M. Sazima. 1996. An assemblage of hummingbird-pollinated flowers in a montane forest in southeastern Brazil. Botanica Acta 109:149–160.
2421;a;Sazima et al. 1996;Sazima, I., S. Buzato, and M. Sazima. 1996. An assemblage of hummingbird-pollinated flowers in a montane forest in southeastern Brazil. Botanica Acta 109:149–160.
2422;a;Sazima et al. 1996;Sazima, I., S. Buzato, and M. Sazima. 1996. An assemblage of hummingbird-pollinated flowers in a montane forest in southeastern Brazil. Botanica Acta 109:149–160.
2423;a;Sazima et al. 1996;Sazima, I., S. Buzato, and M. Sazima. 1996. An assemblage of hummingbird-pollinated flowers in a montane forest in southeastern Brazil. Botanica Acta 109:149–160.
2424;a;Sazima et al. 1996;Sazima, I., S. Buzato, and M. Sazima. 1996. An assemblage of hummingbird-pollinated flowers in a montane forest in southeastern Brazil. Botanica Acta 109:149–160.
2425;a;Sazima et al. 1996;Sazima, I., S. Buzato, and M. Sazima. 1996. An assemblage of hummingbird-pollinated flowers in a montane forest in southeastern Brazil. Botanica Acta 109:149–160.
2426;a;Sazima et al. 1996;Sazima, I., S. Buzato, and M. Sazima. 1996. An assemblage of hummingbird-pollinated flowers in a montane forest in southeastern Brazil. Botanica Acta 109:149–160.
2427;a;Sazima et al. 1996;Sazima, I., S. Buzato, and M. Sazima. 1996. An assemblage of hummingbird-pollinated flowers in a montane forest in southeastern Brazil. Botanica Acta 109:149–160.
2428;a;Sazima et al. 1996;Sazima, I., S. Buzato, and M. Sazima. 1996. An assemblage of hummingbird-pollinated flowers in a montane forest in southeastern Brazil. Botanica Acta 109:149–160.
2429;a;Sazima et al. 1996;Sazima, I., S. Buzato, and M. Sazima. 1996. An assemblage of hummingbird-pollinated flowers in a montane forest in southeastern Brazil. Botanica Acta 109:149–160.
2430;a;Sazima et al. 1996;Sazima, I., S. Buzato, and M. Sazima. 1996. An assemblage of hummingbird-pollinated flowers in a montane forest in southeastern Brazil. Botanica Acta 109:149–160.
2431;a;Sazima et al. 1996;Sazima, I., S. Buzato, and M. Sazima. 1996. An assemblage of hummingbird-pollinated flowers in a montane forest in southeastern Brazil. Botanica Acta 109:149–160.
2432;a;Sazima et al. 1996;Sazima, I., S. Buzato, and M. Sazima. 1996. An assemblage of hummingbird-pollinated flowers in a montane forest in southeastern Brazil. Botanica Acta 109:149–160.
2433;a;Sazima et al. 1996;Sazima, I., S. Buzato, and M. Sazima. 1996. An assemblage of hummingbird-pollinated flowers in a montane forest in southeastern Brazil. Botanica Acta 109:149–160.
2434;a;Sazima et al. 1999;Sazima, M., S. Buzato, and I. Sazima. 1999. Bat-pollinated flower assemblages and bat visitors at two Atlantic forest sites in Brazil. Annals of Botany 83:705–712.
2435;a;Sazima et al. 1999;Sazima, M., S. Buzato, and I. Sazima. 1999. Bat-pollinated flower assemblages and bat visitors at two Atlantic forest sites in Brazil. Annals of Botany 83:705–712.
2436;a;Sazima et al. 1999;Sazima, M., S. Buzato, and I. Sazima. 1999. Bat-pollinated flower assemblages and bat visitors at two Atlantic forest sites in Brazil. Annals of Botany 83:705–712.
2437;a;Sazima et al. 1999;Sazima, M., S. Buzato, and I. Sazima. 1999. Bat-pollinated flower assemblages and bat visitors at two Atlantic forest sites in Brazil. Annals of Botany 83:705–712.
2438;a;Sazima et al. 1999;Sazima, M., S. Buzato, and I. Sazima. 1999. Bat-pollinated flower assemblages and bat visitors at two Atlantic forest sites in Brazil. Annals of Botany 83:705–712.
2439;a;Sazima et al. 1999;Sazima, M., S. Buzato, and I. Sazima. 1999. Bat-pollinated flower assemblages and bat visitors at two Atlantic forest sites in Brazil. Annals of Botany 83:705–712.
2440;a;Sazima et al. 1999;Sazima, M., S. Buzato, and I. Sazima. 1999. Bat-pollinated flower assemblages and bat visitors at two Atlantic forest sites in Brazil. Annals of Botany 83:705–712.
2441;a;Sazima et al. 1999;Sazima, M., S. Buzato, and I. Sazima. 1999. Bat-pollinated flower assemblages and bat visitors at two Atlantic forest sites in Brazil. Annals of Botany 83:705–712.
2442;a;Sazima et al. 1999;Sazima, M., S. Buzato, and I. Sazima. 1999. Bat-pollinated flower assemblages and bat visitors at two Atlantic forest sites in Brazil. Annals of Botany 83:705–712.
2443;a;Sazima et al. 1999;Sazima, M., S. Buzato, and I. Sazima. 1999. Bat-pollinated flower assemblages and bat visitors at two Atlantic forest sites in Brazil. Annals of Botany 83:705–712.
2444;a;Sazima et al. 1999;Sazima, M., S. Buzato, and I. Sazima. 1999. Bat-pollinated flower assemblages and bat visitors at two Atlantic forest sites in Brazil. Annals of Botany 83:705–712.
2445;a;Sazima et al. 1999;Sazima, M., S. Buzato, and I. Sazima. 1999. Bat-pollinated flower assemblages and bat visitors at two Atlantic forest sites in Brazil. Annals of Botany 83:705–712.
2446;a;Sazima et al. 1999;Sazima, M., S. Buzato, and I. Sazima. 1999. Bat-pollinated flower assemblages and bat visitors at two Atlantic forest sites in Brazil. Annals of Botany 83:705–712.
2447;a;Sazima et al. 1999;Sazima, M., S. Buzato, and I. Sazima. 1999. Bat-pollinated flower assemblages and bat visitors at two Atlantic forest sites in Brazil. Annals of Botany 83:705–712.
2448;a;Sazima et al. 1999;Sazima, M., S. Buzato, and I. Sazima. 1999. Bat-pollinated flower assemblages and bat visitors at two Atlantic forest sites in Brazil. Annals of Botany 83:705–712.
2449;a;Sazima et al. 1999;Sazima, M., S. Buzato, and I. Sazima. 1999. Bat-pollinated flower assemblages and bat visitors at two Atlantic forest sites in Brazil. Annals of Botany 83:705–712.
2450;a;Sazima et al. 1999;Sazima, M., S. Buzato, and I. Sazima. 1999. Bat-pollinated flower assemblages and bat visitors at two Atlantic forest sites in Brazil. Annals of Botany 83:705–712.
2451;a;Sazima et al. 1999;Sazima, M., S. Buzato, and I. Sazima. 1999. Bat-pollinated flower assemblages and bat visitors at two Atlantic forest sites in Brazil. Annals of Botany 83:705–712.
2452;a;Sazima et al. 1999;Sazima, M., S. Buzato, and I. Sazima. 1999. Bat-pollinated flower assemblages and bat visitors at two Atlantic forest sites in Brazil. Annals of Botany 83:705–712.
2453;a;Sazima et al. 2003;Sazima, M., S. Buzato, and I. Sazima. 2003. Dyssochroma viridiflorum (Solanaceae): A reproductively bat-dependent epiphyte from the Atlantic rainforest in Brazil. Annals of Botany 92:725–730.
2454;a;Sazima et al. 2009;"Sazima, I., C. Sazima; M. Sazima. 2009. A catch-all leguminous tree: Erythrina velutina visited and pollinated by vertebrates at an oceanic island. Australian Journal of Botany 57:26–30."
2455;a;Sazima et al. 2009;"Sazima, I., C. Sazima; M. Sazima. 2009. A catch-all leguminous tree: Erythrina velutina visited and pollinated by vertebrates at an oceanic island. Australian Journal of Botany 57:26–30."
2456;a;Sazima et al. 2009;"Sazima, I., C. Sazima; M. Sazima. 2009. A catch-all leguminous tree: Erythrina velutina visited and pollinated by vertebrates at an oceanic island. Australian Journal of Botany 57:26–30."
2457;a;Sazima et al. 2009;"Sazima, I., C. Sazima; M. Sazima. 2009. A catch-all leguminous tree: Erythrina velutina visited and pollinated by vertebrates at an oceanic island. Australian Journal of Botany 57:26–30."
2458;a;Sazima et al. 2009;"Sazima, I., C. Sazima; M. Sazima. 2009. A catch-all leguminous tree: Erythrina velutina visited and pollinated by vertebrates at an oceanic island. Australian Journal of Botany 57:26–30."
2459;a;Sazima et al. 2009;"Sazima, I., C. Sazima; M. Sazima. 2009. A catch-all leguminous tree: Erythrina velutina visited and pollinated by vertebrates at an oceanic island. Australian Journal of Botany 57:26–30."
2460;a;Schmid et al. 2011a;Schmid, S., V. S. Schmid, A. Zillikens, B. Harter-Marques, and J. Steiner. 2011a. Bimodal pollination system of the bromeliad Aechmea nudicaulis involving hummingbirds and bees. Plant Biology 13 Suppl 1:41–50.
2461;a;Schmid et al. 2011a;Schmid, S., V. S. Schmid, A. Zillikens, B. Harter-Marques, and J. Steiner. 2011a. Bimodal pollination system of the bromeliad Aechmea nudicaulis involving hummingbirds and bees. Plant Biology 13 Suppl 1:41–50.
2462;a;Schmid et al. 2011a;Schmid, S., V. S. Schmid, A. Zillikens, B. Harter-Marques, and J. Steiner. 2011a. Bimodal pollination system of the bromeliad Aechmea nudicaulis involving hummingbirds and bees. Plant Biology 13 Suppl 1:41–50.
2463;a;Schmid et al. 2011a;Schmid, S., V. S. Schmid, A. Zillikens, B. Harter-Marques, and J. Steiner. 2011a. Bimodal pollination system of the bromeliad Aechmea nudicaulis involving hummingbirds and bees. Plant Biology 13 Suppl 1:41–50.
2464;a;Schmid et al. 2011a;Schmid, S., V. S. Schmid, A. Zillikens, B. Harter-Marques, and J. Steiner. 2011a. Bimodal pollination system of the bromeliad Aechmea nudicaulis involving hummingbirds and bees. Plant Biology 13 Suppl 1:41–50.
2465;a;Schmid et al. 2011a;Schmid, S., V. S. Schmid, A. Zillikens, B. Harter-Marques, and J. Steiner. 2011a. Bimodal pollination system of the bromeliad Aechmea nudicaulis involving hummingbirds and bees. Plant Biology 13 Suppl 1:41–50.
2466;a;Schmid et al. 2011b;Schmid, S., V. S. Schmid, A. Zillikens, and J. Steiner. 2011b. Diversity of flower visitors and their role for pollination in the ornithophilous bromeliad Vriesea friburgensis in two different habitats in Southern Brazil. Ecotropica 17:91–102.
2467;a;Schmid et al. 2011b;Schmid, S., V. S. Schmid, A. Zillikens, and J. Steiner. 2011b. Diversity of flower visitors and their role for pollination in the ornithophilous bromeliad Vriesea friburgensis in two different habitats in Southern Brazil. Ecotropica 17:91–102.
2468;a;Schmid et al. 2011b;Schmid, S., V. S. Schmid, A. Zillikens, and J. Steiner. 2011b. Diversity of flower visitors and their role for pollination in the ornithophilous bromeliad Vriesea friburgensis in two different habitats in Southern Brazil. Ecotropica 17:91–102.
2469;a;Schmid et al. 2011b;Schmid, S., V. S. Schmid, A. Zillikens, and J. Steiner. 2011b. Diversity of flower visitors and their role for pollination in the ornithophilous bromeliad Vriesea friburgensis in two different habitats in Southern Brazil. Ecotropica 17:91–102.
2470;a;Scrok & Varassim 2011;Scrok, G. J., and I. G. Varassin. 2011. Reproductive biology and pollination of Aechmea distichantha Lem. (Bromeliaceae). Acta Botanica Brasilica 25:571–576.
2471;a;Scrok & Varassim 2011;Scrok, G. J., and I. G. Varassin. 2011. Reproductive biology and pollination of Aechmea distichantha Lem. (Bromeliaceae). Acta Botanica Brasilica 25:571–576.
2472;a;Scrok & Varassim 2011;Scrok, G. J., and I. G. Varassin. 2011. Reproductive biology and pollination of Aechmea distichantha Lem. (Bromeliaceae). Acta Botanica Brasilica 25:571–576.
2473;a;Scrok & Varassim 2011;Scrok, G. J., and I. G. Varassin. 2011. Reproductive biology and pollination of Aechmea distichantha Lem. (Bromeliaceae). Acta Botanica Brasilica 25:571–576.
2474;a;Scrok & Varassim 2011;Scrok, G. J., and I. G. Varassin. 2011. Reproductive biology and pollination of Aechmea distichantha Lem. (Bromeliaceae). Acta Botanica Brasilica 25:571–576.
2475;a;Scrok & Varassim 2011;Scrok, G. J., and I. G. Varassin. 2011. Reproductive biology and pollination of Aechmea distichantha Lem. (Bromeliaceae). Acta Botanica Brasilica 25:571–576.
2476;a;Scrok & Varassim 2011;Scrok, G. J., and I. G. Varassin. 2011. Reproductive biology and pollination of Aechmea distichantha Lem. (Bromeliaceae). Acta Botanica Brasilica 25:571–576.
2477;t;Scultori 2010;Scultori, H. C. S. 2010. Comunidade de morcegos, interações com flores e estratificação vertical em Mata Atlântica do Sul do Brasil. Dissertação de Mestrado, Universidade Estadual de Campinas, São Paulo, Brasil.
2478;t;Scultori 2010;Scultori, H. C. S. 2010. Comunidade de morcegos, interações com flores e estratificação vertical em Mata Atlântica do Sul do Brasil. Dissertação de Mestrado, Universidade Estadual de Campinas, São Paulo, Brasil.
2479;t;Scultori 2010;Scultori, H. C. S. 2010. Comunidade de morcegos, interações com flores e estratificação vertical em Mata Atlântica do Sul do Brasil. Dissertação de Mestrado, Universidade Estadual de Campinas, São Paulo, Brasil.
2480;t;Scultori 2010;Scultori, H. C. S. 2010. Comunidade de morcegos, interações com flores e estratificação vertical em Mata Atlântica do Sul do Brasil. Dissertação de Mestrado, Universidade Estadual de Campinas, São Paulo, Brasil.
2481;t;Scultori 2010;Scultori, H. C. S. 2010. Comunidade de morcegos, interações com flores e estratificação vertical em Mata Atlântica do Sul do Brasil. Dissertação de Mestrado, Universidade Estadual de Campinas, São Paulo, Brasil.
2482;t;Scultori 2010;Scultori, H. C. S. 2010. Comunidade de morcegos, interações com flores e estratificação vertical em Mata Atlântica do Sul do Brasil. Dissertação de Mestrado, Universidade Estadual de Campinas, São Paulo, Brasil.
2483;t;Scultori 2010;Scultori, H. C. S. 2010. Comunidade de morcegos, interações com flores e estratificação vertical em Mata Atlântica do Sul do Brasil. Dissertação de Mestrado, Universidade Estadual de Campinas, São Paulo, Brasil.
2484;t;Scultori 2010;Scultori, H. C. S. 2010. Comunidade de morcegos, interações com flores e estratificação vertical em Mata Atlântica do Sul do Brasil. Dissertação de Mestrado, Universidade Estadual de Campinas, São Paulo, Brasil.
2485;t;Scultori 2010;Scultori, H. C. S. 2010. Comunidade de morcegos, interações com flores e estratificação vertical em Mata Atlântica do Sul do Brasil. Dissertação de Mestrado, Universidade Estadual de Campinas, São Paulo, Brasil.
2486;t;Scultori 2010;Scultori, H. C. S. 2010. Comunidade de morcegos, interações com flores e estratificação vertical em Mata Atlântica do Sul do Brasil. Dissertação de Mestrado, Universidade Estadual de Campinas, São Paulo, Brasil.
2487;t;Scultori 2010;Scultori, H. C. S. 2010. Comunidade de morcegos, interações com flores e estratificação vertical em Mata Atlântica do Sul do Brasil. Dissertação de Mestrado, Universidade Estadual de Campinas, São Paulo, Brasil.
2488;t;Scultori 2010;Scultori, H. C. S. 2010. Comunidade de morcegos, interações com flores e estratificação vertical em Mata Atlântica do Sul do Brasil. Dissertação de Mestrado, Universidade Estadual de Campinas, São Paulo, Brasil.
